ϻ�SG_UF;SG_UE;NM_UE;CD_CARGO;DS_CARGO;NR_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;SQ_COLIGACAO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;DS_SIT_TOT_TURNO
SP;65455;ITAPECERICA DA SERRA;11;PREFEITO;45;LACIR FERREIRA BALDUSCO;LACIR BALDUSCO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;8;PSDB PFL PSL PSB PTN PST PSD PTB PPS PT DO B PGT;PSDB / PFL / PSL / PSB / PTN / PST / PSD / PTB / PPS / PT do B / PGT ;ELEITO
SP;71072;SAO PAULO;11;PREFEITO;13;MARTA TERESA SUPLICY;MARTA SUPLICY;13;PT;PARTIDO DOS TRABALHADORES;2;MUDA SÃO PAULO;PT / PC do B / PCB / PHS ;ELEITO
SP;64157;FERRAZ DE VASCONCELOS;11;PREFEITO;43;JOÃO SARAIVA FILHO;JOÃO SARAIVA FILHO;43;PV;PARTIDO VERDE;-1;PARTIDO ISOLADO;PV;NÃO ELEITO
SP;64670;GUARAREMA;11;PREFEITO;43;LAERTE MOREIRA JUNIOR;LAERTE JUNIOR;43;PV;PARTIDO VERDE;1; UNIÃO JOVEM ;PV / PPB ;NÃO ELEITO
SP;66893;MAUA;11;PREFEITO;30;LUIZ TEÓFILO DA SILVA;LUIZ TEÓFILO;30;PGT;PARTIDO GERAL DOS TRABALHADORES;-1;PARTIDO ISOLADO;PGT;NÃO ELEITO
SP;63134;CARAPICUIBA;11;PREFEITO;13;SERGIO RIBEIRO SILVA;SERGIO RIBEIRO;13;PT;PARTIDO DOS TRABALHADORES;4;COLIGAÇÃO PRA SACUDIR CARAPICUIBA;PT / PC do B ;NÃO ELEITO
SP;66710;MAIRIPORA;11;PREFEITO;13;ESSIO MINOZZI JUNIOR;ESSIO;13;PT;PARTIDO DOS TRABALHADORES;4;JUNTOS PRA MUDAR - PT, PMDB, PDT;PT / PMDB / PDT ;NÃO ELEITO
SP;64670;GUARAREMA;11;PREFEITO;45;CONCEIÇÃO APARECIDA ALVINO DE SOUZA;CONCEIÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;2; MAIS AMOR POR GUARAREMA ;PSDB / PL / PTB / PSC / PFL / PST ;ELEITO
SP;66257;JUQUITIBA;11;PREFEITO;13;MARIA APARECIDA MASCHIO PIRES;PROFESSORA CIDA MASCHIO;13;PT;PARTIDO DOS TRABALHADORES;-1;PARTIDO ISOLADO;PT;NÃO ELEITO
SP;64157;FERRAZ DE VASCONCELOS;11;PREFEITO;11;ALCIDES ALBERTO GENTIL DE LAET;BETO LAET;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;7;JUNTOS POR FERRAZ NO RUMO CERTO;PPB / PDT / PHS / PSD ;NÃO ELEITO
SP;64033;EMBU GUACU;11;PREFEITO;45;VALDOMIRO ANTONIO RODRIGUES DOS SANTOS;MIRO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;9;EMBU GUAÇU NO RUMO CERTO;PT / PST / PSDB ;NÃO ELEITO
SP;64777;GUARULHOS;11;PREFEITO;23;ALTAMIR VAZ;ALTAMIR VAZ;23;PPS;PARTIDO POPULAR SOCIALISTA;-1;PARTIDO ISOLADO;PPS;NÃO ELEITO
SP;69833;RIO GRANDE DA SERRA;11;PREFEITO;20;MARIA LEONARDA CARLOS FRANCO;LEONARDA FRANCO;20;PSC;PARTIDO SOCIAL CRISTÃO;4;COLIGAÇÃO UNIÃO PELAS FAMÍLIAS;PSC / PTB / PFL ;NÃO ELEITO
SP;64777;GUARULHOS;11;PREFEITO;13;ELOI ALFREDO PIETÁ;ELOI PIETÁ;13;PT;PARTIDO DOS TRABALHADORES;2;ALIANÇA PARA MUDAR GUARULHOS;PT / PSTU / PSB / PC do B ;2º TURNO
SP;66010;JANDIRA;11;PREFEITO;43;GERALDO DUARTE DE OLIVEIRA;GERALDO DUARTE;43;PV;PARTIDO VERDE;-1;PARTIDO ISOLADO;PV;NÃO ELEITO
SP;63770;DIADEMA;11;PREFEITO;13;JOSÉ DE FILIPPI JUNIOR;FILIPPI;13;PT;PARTIDO DOS TRABALHADORES;8;FRENTE DEMOCRÁTICO POPULAR;PT / PSTU / PC do B;ELEITO
SP;66893;MAUA;11;PREFEITO;13;OSWALDO DIAS;OSWALDO DIAS;13;PT;PARTIDO DOS TRABALHADORES;4;COLIGAÇÃO MAUÁ UNIDA;PC do B / PHS / PMDB / PSD / PSL / PT / PV;ELEITO
SP;64777;GUARULHOS;11;PREFEITO;18;NÉFI TALES;NÉFI TALES;18;PST;PARTIDO SOCIAL TRABALHISTA;-1;PARTIDO ISOLADO;PST;NÃO ELEITO
SP;65455;ITAPECERICA DA SERRA;11;PREFEITO;21;ERLON CHAVES DE CASTRO;ERLON CHAVES DE CASTRO;21;PCB;PARTIDO COMUNISTA BRASILEIRO;-1;PARTIDO ISOLADO;PCB;NÃO ELEITO
SP;67890;OSASCO;11;PREFEITO;14;CELSO ANTONIO GIGLIO;CELSO GIGLIO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1;AVANÇA OSASCO;PTB / PFL;ELEITO
SP;63614;COTIA;11;PREFEITO;23;MARIO DIAS RIBEIRO;MARIO RIBEIRO;23;PPS;PARTIDO POPULAR SOCIALISTA;1;COLIGAÇÃO 1. COTIA;PHS / PPS;NÃO ELEITO
SP;71579;TABOAO DA SERRA;11;PREFEITO;23;LUIZ ALBERTO FRATINI;LUIZ LUNE;23;PPS;PARTIDO POPULAR SOCIALISTA;2;PPS/PMDB/PDT/PSB/PFL/PTN/PSDC/PL/PT DO B/PMN/PRP/PAN;PPS / PMDB / PDT / PSB / PFL / PTN / PSDC / PL / PT do B / PMN / PRP / PAN ;NÃO ELEITO
SP;67130;MOGI DAS CRUZES;11;PREFEITO;45;JUNJI ABE;JUNJI;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;12;UNIÃO POR MOGI;PTB / PFL / PSDB ;2º TURNO
SP;69671;RIBEIRAO PIRES;11;PREFEITO;13;MARIA INÊS SOARES FREIRE;MARIA INÊS;13;PT;PARTIDO DOS TRABALHADORES;2;COLIGAÇÃO RIBEIRÃO CADA VEZ MELHOR;PT / PC do B / PRP ;ELEITO
SP;65633;ITAQUAQUECETUBA;11;PREFEITO;40;VALDIR ROCHA COELHO;ENG. VALDIR COELHO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;11;ITAQUÁ SOMOS NÓS;PPS / PSB / PV / PSC / PSD / PT do B / PGT / PMN / PAN / PRONA;NÃO ELEITO
SP;61778;ARUJA;11;PREFEITO;12;DORIVAL JOSÉ DA SILVA;DORIVAL CABRINHA;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;2;MUDA ARUJÁ;PDT / PSL / PT / PC do B / PGT / PPS ;NÃO ELEITO
SP;62855;CAJAMAR;11;PREFEITO;23;MESSIAS CÂNDIDO DA SILVA;MESSIAS;23;PPS;PARTIDO POPULAR SOCIALISTA;7;CAJAMAR PARA TODOS;PPS / PPB / PDT / PFL / PSC / PSDC / PV / PL;NÃO ELEITO
SP;71072;SAO PAULO;11;PREFEITO;45;GERALDO JOSÉ RODRIGUES ALCKMIN FILHO;GERALDO ALCKMIN;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;3;RESPEITO POR SÃO PAULO;PSDB / PTB / PV / PSD / PRP ;NÃO ELEITO
SP;72737;VARGEM GRANDE PAULISTA;11;PREFEITO;22;ROQUE DE MORAES;ROQUE DE MORAES;22;PL;PARTIDO LIBERAL;1;UNIÃO, AÇÃO E ADMINISTRAÇÃO;PL / PFL / PPS / PRP ;ELEITO
SP;72737;VARGEM GRANDE PAULISTA;11;PREFEITO;45;ANTONIO MANOEL DA SILVA;TO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;7;PV/PPB/PSB/PSL/PTB/PTDOB/PSDC/PSDB/PDT;PPB / PV / PSB / PSL / PTB / PT do B / PSDB / PSDC / PDT;NÃO ELEITO
SP;67130;MOGI DAS CRUZES;11;PREFEITO;13;DIMAS DE PAULA INACIO;PADRE DIMAS;13;PT;PARTIDO DOS TRABALHADORES;3;ALIANÇA DO POVO POR MOGI;PT / PHS / PC do B;NÃO ELEITO
SP;69833;RIO GRANDE DA SERRA;11;PREFEITO;45;JOSÉ DA CRUZ JARDIM TEIXEIRA;JOSÉ TEIXEIRA;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1;COLIGAÇÃO VAMOS PÔR ORDEM NA CASA;PMDB / PSDB ;NÃO ELEITO
SP;71072;SAO PAULO;11;PREFEITO;20;JOSÉ MARIA MARIN;MARIN;20;PSC;PARTIDO SOCIAL CRISTÃO;7;REAJA SÃO PAULO;PSC / PT do B ;NÃO ELEITO
SP;70777;SAO CAETANO DO SUL;11;PREFEITO;40;ALESSANDRO DE FREITAS LEONE;LEONE;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-1;PARTIDO ISOLADO;PSB;NÃO ELEITO
SP;66257;JUQUITIBA;11;PREFEITO;15;JOSÉ BELARMINO NUNES BERNADO;BERNARDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;2;FRENTE NOVA JUQUITIBA;PMDB / PTB ;NÃO ELEITO
SP;70572;SANTO ANDRE;11;PREFEITO;13;CELSO AUGUSTO DANIEL;CELSO DANIEL;13;PT;PARTIDO DOS TRABALHADORES;2;DE NOVO, O MELHOR PARA SANTO ANDRÉ;PT / PMDB / PC do B / PST / PDT / PMN / PV / PCB / PHS;ELEITO
SP;63770;DIADEMA;11;PREFEITO;29;JOSÉ LUIS FEIJÓ NUNES;JOSÉ LUIS FEIJÓ NUNES;29;PCO;PARTIDO DA CAUSA OPERÁRIA;-1;PARTIDO ISOLADO;PCO;NÃO ELEITO
SP;64157;FERRAZ DE VASCONCELOS;11;PREFEITO;45;VALDEMAR MARQUES DE OLIVEIRA FILHO;DEMA;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;3;FERRAZ NÃO PODE PARAR;PSDB / PST / PTN / PSC ;NÃO ELEITO
SP;64157;FERRAZ DE VASCONCELOS;11;PREFEITO;23;JOSÉ CARLOS DIAS LOUREIRO;LOUREIRO;23;PPS;PARTIDO POPULAR SOCIALISTA;2;PT/PPS;PPS / PT ;NÃO ELEITO
SP;71072;SAO PAULO;11;PREFEITO;11;PAULO SALIM MALUF;MALUF;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;-1;PARTIDO ISOLADO;PPB;NÃO ELEITO
SP;68977;POA;11;PREFEITO;13;NELSON BUENO DE ALMEIDA;NELSON BUENO;13;PT;PARTIDO DOS TRABALHADORES;5;FRENTE POÁ PARA O POVO;PT / PC do B / PSTU ;NÃO ELEITO
SP;71072;SAO PAULO;11;PREFEITO;11;PAULO SALIM MALUF;MALUF;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;-1;PARTIDO ISOLADO;PPB;2º TURNO
SP;61778;ARUJA;11;PREFEITO;14;WALTER ROBERTO BRAGA;BRAGA;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;-1;PARTIDO ISOLADO;PTB;NÃO ELEITO
SP;70572;SANTO ANDRE;11;PREFEITO;23;ELCIO RIVA;ELCIO RIVA;23;PPS;PARTIDO POPULAR SOCIALISTA;3;SANTO ANDRÉ O FUTURO É AGORA;PPS / PSB / PSDC;NÃO ELEITO
SP;62316;BIRITIBA MIRIM;11;PREFEITO;14;LUIZ MASUO YATSUGAFU;LUIZ YATSUGAFU;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;2; UNIÃO, MORAL E PROGRESSO ;PTB / PSB / PPB / PSD / PRTB / PST / PSC / PT do B ;NÃO ELEITO
SP;71072;SAO PAULO;11;PREFEITO;13;MARTA TERESA SUPLICY;MARTA SUPLICY;13;PT;PARTIDO DOS TRABALHADORES;2;MUDA SÃO PAULO;PT / PC do B / PCB / PHS ;2º TURNO
SP;65510;ITAPEVI;11;PREFEITO;11;JURANDIR SALVARANI;JURANDIR SALVARANI;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;2; COLIGAÇÃO PPB-PTB ;PPB / PTB ;NÃO ELEITO
SP;62812;CAIEIRAS;11;PREFEITO;22;NELSON FIORE;NELSON FIORE;22;PL;PARTIDO LIBERAL;1;UNIÃO POR CAIEIRAS;PPB / PTB / PMDB / PSL / PST / PL / PSDC / PSDB ;NÃO ELEITO
SP;62855;CAJAMAR;11;PREFEITO;13;EDNOR CARLOS DOS SANTOS;EDNOR;13;PT;PARTIDO DOS TRABALHADORES;-1;PARTIDO ISOLADO;PT;NÃO ELEITO
SP;66010;JANDIRA;11;PREFEITO;45;WALDERI BRAZ PASCHOALIN;BRAZ;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;1;COLIGAGACAO MUDANDO COM O TRABALHO;PSDB / PST / PPS / PTB / PRONA ;NÃO ELEITO
SP;70017;SALESOPOLIS;11;PREFEITO;15;JOSÉ RODRIGUES FEITAL FILHO;FEITAL;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;5;SEMPRE SALESÓPOLIS;PMDB / PSC ;NÃO ELEITO
SP;71072;SAO PAULO;11;PREFEITO;36;CIRO TIZIANI MOURA;CIRO MOURA;36;PRN;PARTIDO DA RECONSTRUÇÃO NACIONAL;-1;PARTIDO ISOLADO;PRN;NÃO ELEITO
SP;62812;CAIEIRAS;11;PREFEITO;40;NÉVIO LUIZ ARANHA DÁRTORA;NÉVIO DÁRTORA;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;5;CAIEIRAS EM 1. LUGAR;PSB / PT / PFL / PDT / PRTB / PV / PSC / PRP / PPS;ELEITO
SP;62138;BARUERI;11;PREFEITO;43;JORGE MARCELO BARBARA DE OLIVEIRA;MARCELO BARBARA;43;PV;PARTIDO VERDE;1;PELO FIM DA PANELINHA - BARUERI RENOVACÃO;PT / PV / PC do B ;NÃO ELEITO
SP;71072;SAO PAULO;11;PREFEITO;25;ROMEU TUMA;ROMEU TUMA;25;PFL;PARTIDO DA FRENTE LIBERAL;1;COLIGAÇÃO MÃOS LIMPAS-PFL-PMDB;PFL / PMDB ;NÃO ELEITO
SP;63770;DIADEMA;11;PREFEITO;23;JOSÉ AUGUSTO DA SILVA RAMOS;DR. JOSÉ AUGUSTO;23;PPS;PARTIDO POPULAR SOCIALISTA;1;UNIÃO POR DIADEMA;PPS / PDT / PST / PRP / PSC;NÃO ELEITO
SP;63134;CARAPICUIBA;11;PREFEITO;25;ROBERTO DOS SANTOS ARAGÃO;ROBERTO ARAGÃO;25;PFL;PARTIDO DA FRENTE LIBERAL;-1;PARTIDO ISOLADO;PFL;NÃO ELEITO
SP;64017;EMBU;11;PREFEITO;14;MILTON GONÇALVES DA SILVA;MILTON DO FAIXA AZUL;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;10;UMA NOVA ESPERANÇA;PSDC / PTB / PRTB / PST / PSD / PPB / PRONA ;NÃO ELEITO
SP;66710;MAIRIPORA;11;PREFEITO;18;CHAFIC JABALI;PROF. CHAFIC;18;PST;PARTIDO SOCIAL TRABALHISTA;1;AMO MAIRIPORÃ;PST / PRP ;NÃO ELEITO
SP;68837;PIRAPORA DO BOM JESUS;11;PREFEITO;40;JOSÉ CARLOS ALVES;BANANINHA;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;1;UNIÃO POPULAR;PSB / PPS / PSDB / PSD;NÃO ELEITO
SP;70475;SANTANA DE PARNAIBA;11;PREFEITO;56;PEDRO OLIVEIRA DE FREITAS;PEDRO OLIVEIRA DE FREITAS;56;PRONA;PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL;-1;PARTIDO ISOLADO;PRONA;NÃO ELEITO
SP;72737;VARGEM GRANDE PAULISTA;11;PREFEITO;13;JOSÉ RICARDO CAMPOLIM DE ALMEIDA;RICARDO CAMPOLIM;13;PT;PARTIDO DOS TRABALHADORES;-1;PARTIDO ISOLADO;PT;NÃO ELEITO
SP;65633;ITAQUAQUECETUBA;11;PREFEITO;13;VERA DA PENHA RODRIGUES;VERA DA PENHA;13;PT;PARTIDO DOS TRABALHADORES;1;UNIÃO DO POVO;PSTU / PT;NÃO ELEITO
SP;64017;EMBU;11;PREFEITO;13;GERALDO LEITE DA CRUZ;GERALDO CRUZ;13;PT;PARTIDO DOS TRABALHADORES;3;FRENTE POPULAR PELA MORALIZAÇÃO DE EMBU;PT / PSTU / PAN / PGT / PMN / PSB / PV / PT do B / PHS ;ELEITO
SP;63770;DIADEMA;11;PREFEITO;15;JOSÉ FRANCISCO ALVES;JOSÉ FRANCISCO ALVES;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;7;FÉ PARA MUDAR DIADEMA;PMDB / PFL / PPB;NÃO ELEITO
SP;70572;SANTO ANDRE;11;PREFEITO;45;SILVIO TADEU PINA;PINA;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-1;PARTIDO ISOLADO;PSDB;NÃO ELEITO
SP;67130;MOGI DAS CRUZES;11;PREFEITO;30;JOÃO CAPISTRANO PASQUINELLI ALCKMIN FRANCO;JOÃO CURIÓ ALCKMIN;30;PGT;PARTIDO GERAL DOS TRABALHADORES;7;NOVA ALIANÇA;PGT / PMN;NÃO ELEITO
SP;66257;JUQUITIBA;11;PREFEITO;12;EMIR ANTONIO RODRIGUES GARCIA;EMIR GARCIA;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-1;PARTIDO ISOLADO;PDT;NÃO ELEITO
SP;65633;ITAQUAQUECETUBA;11;PREFEITO;22;ARMANDO TAVARES FILHO;ARMANDO DA FARMACIA;22;PL;PARTIDO LIBERAL;9;UNIDOS POR ITAQUA;PPB / PFL / PSL / PTB / PL / PDT ;NÃO ELEITO
SP;70750;SAO BERNARDO DO CAMPO;11;PREFEITO;16;ELIANA LÚCIA FERREIRA;DRA ELIANA;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;-1;PARTIDO ISOLADO;PSTU;NÃO ELEITO
SP;64017;EMBU;11;PREFEITO;15;PAULO CEZAR MARTINS;PAULO MARTINS;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;1;OURO;PMDB / PFL / PTN / PRP / PSC / PSL ;NÃO ELEITO
SP;64297;FRANCO DA ROCHA;11;PREFEITO;16;CRISTIANO MONTEIRO DA SILVA;CRISTIANO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;-1;PARTIDO ISOLADO;PSTU;NÃO ELEITO
SP;70017;SALESOPOLIS;11;PREFEITO;43;JOSE FRANCISCO CITRANGULO;NÊGO;43;PV;PARTIDO VERDE;1;UNIÃO POPULAR;PL / PV / PRP / PSDB;NÃO ELEITO
SP;70750;SAO BERNARDO DO CAMPO;11;PREFEITO;45;CARLOS BUCH PASTORIZA;PASTORIZA;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;2;FRENTE SÃO BERNARDO;PSDB / PAN / PMN / PST / PRP;NÃO ELEITO
SP;69671;RIBEIRAO PIRES;11;PREFEITO;16;JUSCELINO RODRIGUES OLIVEIRA;JUSCELINO RODRIGUES OLIVEIRA;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;-1;PARTIDO ISOLADO;PSTU;NÃO ELEITO
SP;68977;POA;11;PREFEITO;22;VAGNER MANTARANO;VAGNER DA OTICA;22;PL;PARTIDO LIBERAL;6;BEBA AGUA LIMPA;PL / PSDB / PSB;NÃO ELEITO
SP;70777;SAO CAETANO DO SUL;11;PREFEITO;45;CLAUDIO DEMAMBRO;DEMAMBRO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-1;PARTIDO ISOLADO;PSDB;NÃO ELEITO
SP;63614;COTIA;11;PREFEITO;14;AILTON FERREIRA;DR. AILTON;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;5;AMOR POR COTIA;PTB / PT do B / PRTB / PPB ;NÃO ELEITO
SP;69671;RIBEIRAO PIRES;11;PREFEITO;43;ROBERTO MASSANOBU TOKUZUMI;ROBERTO TOKUZUMI;43;PV;PARTIDO VERDE;8;COLIGAÇÃO FUTURO PARA RIBEIRÃO PIRES;PV / PPS / PSC / PMN / PSD / PPB;NÃO ELEITO
SP;63770;DIADEMA;11;PREFEITO;43;MARIA REGINA GONÇALVES SCHNEEBERGER;REGINA;43;PV;PARTIDO VERDE;9;DIADEMA PRA VALER;PV / PTB / PSDB;NÃO ELEITO
SP;66010;JANDIRA;11;PREFEITO;13;PAULO HENRIQUE BARJUD;PAULINHO BURURU;13;PT;PARTIDO DOS TRABALHADORES;5;CORAGEM PRA MUDAR JANDIRA;PT / PT do B / PMN ;ELEITO
SP;70475;SANTANA DE PARNAIBA;11;PREFEITO;13;DORANEI LOPES DA SILVA;PROFESSORA DORA;13;PT;PARTIDO DOS TRABALHADORES;-1;PARTIDO ISOLADO;PT;NÃO ELEITO
SP;66710;MAIRIPORA;11;PREFEITO;40;ARLINDO CARPI;ARLINDO CARPI;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;6;MAIRIPORÃ AINDA MELHOR;PSB / PTN ;NÃO ELEITO
SP;71072;SAO PAULO;11;PREFEITO;16;FABIO JOSÉ BOSCO;FABIO BOSCO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;-1;PARTIDO ISOLADO;PSTU;NÃO ELEITO
SP;64157;FERRAZ DE VASCONCELOS;11;PREFEITO;44;ANDRE LUIZ DA CRUZ;ANDRE LUIZ;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;-1;PARTIDO ISOLADO;PRP;NÃO ELEITO
SP;65633;ITAQUAQUECETUBA;11;PREFEITO;15;MARIO LUIZ MORENO;MARIO MORENO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;2;É HORA DE MUDAR;PMDB / PC do B / PSDB / PRP;ELEITO
SP;64777;GUARULHOS;11;PREFEITO;14;PASCHOAL THOMEU;PASCHOAL THOMEU;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1;NOVOS RUMOS;PTB / PMDB / PSL / PTN / PFL / PAN / PRTB / PMN / PRN / PSD / PRP / PRONA / PT do B / PPB ;NÃO ELEITO
SP;66710;MAIRIPORA;11;PREFEITO;23;ANTONIO JAIR OLIVEIRA NASCIMENTO;JAIR;23;PPS;PARTIDO POPULAR SOCIALISTA;8;RESPEITO POR MAIRIPORÃ;PMN / PHS / PPS / PFL;ELEITO
SP;63134;CARAPICUIBA;11;PREFEITO;22;VANDERLEI PEDRO DA SILVA COELHO;VANDERLEI P S COELHO;22;PL;PARTIDO LIBERAL;2;FRENTE LIBERAL CRISTÃ;PL / PSC ;NÃO ELEITO
SP;65455;ITAPECERICA DA SERRA;11;PREFEITO;43;JORGE JOSÉ DA COSTA;JORGE COSTA;43;PV;PARTIDO VERDE;9;PMDB PV PL PDT PSC;PMDB / PV / PSC / PL / PDT ;NÃO ELEITO
